Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,iT_Sepi_28B01,iT_Shom_28A10,Scap_29E04_ad,Scap_2C01_ad,Scap_2C12_adm,Scap_58D05_ad,Scap_6C02_adm,Scap_6C05_adm,Scap_9C11_adm,Scap_DM01A05_,Scap_DM12A11_,Scap_DM16A07_,Scap_DM18D08_,Scap_DM21F09_,Scap_DM21G11,Scap_DM21G12_,Scap_DM23E01_,Scap_DM23E05_,Scap_DM28A07_,Scap_DM34E02_,Scap_DM3F02_a,Scap_LM7D7_a,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
group_407,,diacylglycerol kinase,22,22,1,1,625,NA,NA,NA,951,951,951,iT_Sepi_28B01_02127,iT_Shom_28A10_01981,Scap_29E04_ad_01968,Scap_2C01_ad_00891,Scap_2C12_adm_01867,Scap_58D05_ad_02008,Scap_6C02_adm_01954,Scap_6C05_adm_02188,Scap_9C11_adm_01864,Scap_DM01A05__02003,Scap_DM12A11__02151,Scap_DM16A07__01970,Scap_DM18D08__02055,Scap_DM21F09__01799,Scap_DM21G11_00961,Scap_DM21G12__02159,Scap_DM23E01__02061,Scap_DM23E05__01891,Scap_DM28A07__02057,Scap_DM34E02__01933,Scap_DM3F02_a_02003,Scap_LM7D7_a_00908,435838.HMPREF0786_02102,5.8500000000000004e-226,622,"COG1597@1|root,COG1597@2|Bacteria,1TQAU@1239|Firmicutes,4H9WD@91061|Bacilli,4GXKC@90964|Staphylococcaceae",91061|Bacilli,I,Catalyzes the phosphorylation of diacylglycerol (DAG) into phosphatidic acid. Is a key enzyme involved in the production of lipoteichoic acid by reintroducing DAG formed from the breakdown of membrane phospholipids into the phosphatidylglycerol biosynthetic pathway (By similarity),dagK,"GO:0000166,GO:0003674,GO:0003824,GO:0003951,GO:0004143,GO:0005488,GO:0005524,GO:0006629,GO:0006644,GO:0006793,GO:0006796,GO:0008144,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0009058,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019637,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0046872,GO:0071704,GO:0090407,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901576",2.7.1.107,ko:K07029,"ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110",-,R02240,"RC00002,RC00017","ko00000,ko00001,ko01000",-,-,-,DAGK_cat
group_406,,LCP family protein,22,22,1,1,624,NA,NA,NA,951,951,951,iT_Sepi_28B01_01858,iT_Shom_28A10_01531,Scap_29E04_ad_00721,Scap_2C01_ad_00585,Scap_2C12_adm_01077,Scap_58D05_ad_00130,Scap_6C02_adm_01621,Scap_6C05_adm_00566,Scap_9C11_adm_01113,Scap_DM01A05__00948,Scap_DM12A11__00751,Scap_DM16A07__00556,Scap_DM18D08__01889,Scap_DM21F09__01376,Scap_DM21G11_00654,Scap_DM21G12__01210,Scap_DM23E01__00567,Scap_DM23E05__00822,Scap_DM28A07__01323,Scap_DM34E02__01128,Scap_DM3F02_a_01043,Scap_LM7D7_a_00592,435838.HMPREF0786_01062,9.7e-225,619,"COG1316@1|root,COG1316@2|Bacteria,1TR1B@1239|Firmicutes,4HA09@91061|Bacilli,4GX10@90964|Staphylococcaceae",91061|Bacilli,K,transcriptional,-,-,-,-,-,-,-,-,-,-,-,-,LytR_cpsA_psr
group_405,,L-lactate dehydrogenase,22,22,1,1,623,NA,NA,NA,951,951,951,iT_Sepi_28B01_01083,iT_Shom_28A10_01909,Scap_29E04_ad_00424,Scap_2C01_ad_00287,Scap_2C12_adm_00824,Scap_58D05_ad_00427,Scap_6C02_adm_01325,Scap_6C05_adm_00266,Scap_9C11_adm_00833,Scap_DM01A05__01234,Scap_DM12A11__01036,Scap_DM16A07__00262,Scap_DM18D08__01341,Scap_DM21F09__01109,Scap_DM21G11_00368,Scap_DM21G12__00122,Scap_DM23E01__00265,Scap_DM23E05__01113,Scap_DM28A07__01606,Scap_DM34E02__00842,Scap_DM3F02_a_01340,Scap_LM7D7_a_00312,435838.HMPREF0786_01359,1.48e-219,606,"COG0039@1|root,COG0039@2|Bacteria,1TPSY@1239|Firmicutes,4HB0Z@91061|Bacilli,4GXCE@90964|Staphylococcaceae",91061|Bacilli,C,Belongs to the LDH MDH superfamily. LDH family,ldh,"GO:0003674,GO:0003824,GO:0004457,GO:0004459,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005975,GO:0006082,GO:0008150,GO:0008152,GO:0009987,GO:0016491,GO:0016614,GO:0016616,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044464,GO:0055114,GO:0071704",1.1.1.27,ko:K00016,"ko00010,ko00270,ko00620,ko00640,ko01100,ko01110,ko01120,ko01130,ko04922,map00010,map00270,map00620,map00640,map01100,map01110,map01120,map01130,map04922",-,"R00703,R01000,R03104","RC00031,RC00044","ko00000,ko00001,ko01000,ko04147",-,-,-,"Ldh_1_C,Ldh_1_N"
group_403,,iron ABC transporter permease,22,22,1,1,621,NA,NA,NA,954,954,954,iT_Sepi_28B01_01402,iT_Shom_28A10_00728,Scap_29E04_ad_02069,Scap_2C01_ad_02110,Scap_2C12_adm_00264,Scap_58D05_ad_02052,Scap_6C02_adm_02132,Scap_6C05_adm_01983,Scap_9C11_adm_01378,Scap_DM01A05__01843,Scap_DM12A11__00520,Scap_DM16A07__01926,Scap_DM18D08__00731,Scap_DM21F09__01973,Scap_DM21G11_02120,Scap_DM21G12__01585,Scap_DM23E01__02237,Scap_DM23E05__02068,Scap_DM28A07__01094,Scap_DM34E02__01759,Scap_DM3F02_a_02142,Scap_LM7D7_a_02111,435838.HMPREF0786_02275,4.13e-192,537,"COG0609@1|root,COG0609@2|Bacteria,1TPX6@1239|Firmicutes,4HAUK@91061|Bacilli,4GYEX@90964|Staphylococcaceae",91061|Bacilli,P,Belongs to the binding-protein-dependent transport system permease family. FecCD subfamily,-,-,-,ko:K02015,"ko02010,map02010",M00240,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.14,-,-,FecCD
group_402,,TIGR01212 family radical SAM protein,22,22,1,1,620,NA,NA,NA,954,954,954,iT_Sepi_28B01_00095,iT_Shom_28A10_00925,Scap_29E04_ad_01672,Scap_2C01_ad_01020,Scap_2C12_adm_01535,Scap_58D05_ad_01355,Scap_6C02_adm_00093,Scap_6C05_adm_02058,Scap_9C11_adm_01515,Scap_DM01A05__00094,Scap_DM12A11__01288,Scap_DM16A07__01253,Scap_DM18D08__00928,Scap_DM21F09__00824,Scap_DM21G11_01095,Scap_DM21G12__00468,Scap_DM23E01__01267,Scap_DM23E05__02268,Scap_DM28A07__00095,Scap_DM34E02__00631,Scap_DM3F02_a_00821,Scap_LM7D7_a_01043,435838.HMPREF0786_00822,2.16e-242,664,"COG1242@1|root,COG1242@2|Bacteria,1TQ57@1239|Firmicutes,4H9N8@91061|Bacilli,4GY0Z@90964|Staphylococcaceae",91061|Bacilli,S,radical SAM protein,ytqA,"GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0043167,GO:0043169,GO:0044424,GO:0044464,GO:0046872,GO:0048037,GO:0051536,GO:0051539,GO:0051540",-,ko:K07139,-,-,-,-,ko00000,-,-,-,"Radical_SAM,Radical_SAM_C"
group_400,,ABC transporter permease subunit,22,22,1,1,618,NA,NA,NA,957,957,957,iT_Sepi_28B01_00407,iT_Shom_28A10_00019,Scap_29E04_ad_01028,Scap_2C01_ad_01336,Scap_2C12_adm_00538,Scap_58D05_ad_01042,Scap_6C02_adm_00407,Scap_6C05_adm_00941,Scap_9C11_adm_00375,Scap_DM01A05__00407,Scap_DM12A11__01862,Scap_DM16A07__01187,Scap_DM18D08__00019,Scap_DM21F09__00510,Scap_DM21G11_01407,Scap_DM21G12__01377,Scap_DM23E01__00955,Scap_DM23E05__00387,Scap_DM28A07__00403,Scap_DM34E02__01606,Scap_DM3F02_a_00508,Scap_LM7D7_a_01350,435838.HMPREF0786_00511,2.78e-225,621,"COG4209@1|root,COG4209@2|Bacteria,1TP33@1239|Firmicutes,4HATZ@91061|Bacilli,4GYVC@90964|Staphylococcaceae",91061|Bacilli,P,Binding-protein-dependent transport system inner membrane component,-,-,-,ko:K17319,"ko02010,map02010",M00603,-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.1.29,3.A.1.1.9",-,-,BPD_transp_1
group_399,,thymidylate synthase,22,22,1,1,617,NA,NA,NA,957,957,957,iT_Sepi_28B01_00395,iT_Shom_28A10_00007,Scap_29E04_ad_01016,Scap_2C01_ad_01324,Scap_2C12_adm_00526,Scap_58D05_ad_01054,Scap_6C02_adm_00395,Scap_6C05_adm_00929,Scap_9C11_adm_00387,Scap_DM01A05__00395,Scap_DM12A11__01850,Scap_DM16A07__01199,Scap_DM18D08__00007,Scap_DM21F09__00522,Scap_DM21G11_01395,Scap_DM21G12__00766,Scap_DM23E01__00967,Scap_DM23E05__00399,Scap_DM28A07__00391,Scap_DM34E02__01618,Scap_DM3F02_a_00520,Scap_LM7D7_a_01338,435838.HMPREF0786_00523,7.83e-241,660,"COG0207@1|root,COG0207@2|Bacteria,1TSIR@1239|Firmicutes,4H9QS@91061|Bacilli,4GXPV@90964|Staphylococcaceae",91061|Bacilli,F,"Catalyzes the reductive methylation of 2'-deoxyuridine- 5'-monophosphate (dUMP) to 2'-deoxythymidine-5'-monophosphate (dTMP) while utilizing 5,10-methylenetetrahydrofolate (mTHF) as the methyl donor and reductant in the reaction, yielding dihydrofolate (DHF) as a by-product. This enzymatic reaction provides an intracellular de novo source of dTMP, an essential precursor for DNA biosynthesis",thyA,"GO:0003674,GO:0003824,GO:0004799,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006220,GO:0006221,GO:0006231,GO:0006235,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009129,GO:0009130,GO:0009141,GO:0009142,GO:0009147,GO:0009148,GO:0009157,GO:0009162,GO:0009165,GO:0009176,GO:0009177,GO:0009200,GO:0009202,GO:0009211,GO:0009212,GO:0009219,GO:0009221,GO:0009262,GO:0009263,GO:0009265,GO:0009394,GO:0009987,GO:0016740,GO:0016741,GO:0018130,GO:0019438,GO:0019637,GO:0019692,GO:0032259,GO:0034641,GO:0034654,GO:0042083,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046073,GO:0046075,GO:0046385,GO:0046483,GO:0055086,GO:0071704,GO:0072527,GO:0072528,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",2.1.1.45,ko:K00560,"ko00240,ko00670,ko01100,ko01523,map00240,map00670,map01100,map01523",M00053,R02101,"RC00219,RC00332","ko00000,ko00001,ko00002,ko01000",-,-,-,Thymidylat_synt
group_398,,2-hydroxyacid dehydrogenase family protein,22,22,1,1,616,NA,NA,NA,960,960,960,iT_Sepi_28B01_01864,iT_Shom_28A10_01525,Scap_29E04_ad_00727,Scap_2C01_ad_00591,Scap_2C12_adm_01071,Scap_58D05_ad_00124,Scap_6C02_adm_01629,Scap_6C05_adm_00572,Scap_9C11_adm_01907,Scap_DM01A05__00942,Scap_DM12A11__00745,Scap_DM16A07__00562,Scap_DM18D08__01895,Scap_DM21F09__01370,Scap_DM21G11_00660,Scap_DM21G12__01204,Scap_DM23E01__00573,Scap_DM23E05__00816,Scap_DM28A07__01317,Scap_DM34E02__01122,Scap_DM3F02_a_01037,Scap_LM7D7_a_00599,435838.HMPREF0786_01056,7.39e-226,622,"COG1052@1|root,COG1052@2|Bacteria,1TPCX@1239|Firmicutes,4HASY@91061|Bacilli,4GX53@90964|Staphylococcaceae",91061|Bacilli,CH,Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family,-,"GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0008150,GO:0008152,GO:0016491,GO:0016614,GO:0016616,GO:0036094,GO:0048037,GO:0050662,GO:0051287,GO:0055114,GO:0097159,GO:1901265,GO:1901363",1.1.1.26,ko:K00015,"ko00630,ko01100,ko01110,ko01120,map00630,map01100,map01110,map01120",-,"R00717,R01388","RC00031,RC00042","ko00000,ko00001,ko01000",-,-,-,"2-Hacid_dh,2-Hacid_dh_C"
group_397,,NAD-dependent epimerase/dehydratase family protein,22,22,1,1,615,NA,NA,NA,960,960,960,iT_Sepi_28B01_01464,iT_Shom_28A10_00791,Scap_29E04_ad_02131,Scap_2C01_ad_02172,Scap_2C12_adm_00329,Scap_58D05_ad_02114,Scap_6C02_adm_02070,Scap_6C05_adm_01853,Scap_9C11_adm_02176,Scap_DM01A05__01906,Scap_DM12A11__00583,Scap_DM16A07__01862,Scap_DM18D08__00794,Scap_DM21F09__02036,Scap_DM21G11_02182,Scap_DM21G12__01969,Scap_DM23E01__02175,Scap_DM23E05__02006,Scap_DM28A07__01155,Scap_DM34E02__01696,Scap_DM3F02_a_02080,Scap_LM7D7_a_02176,435838.HMPREF0786_02214,5.9e-232,638,"COG0451@1|root,COG0451@2|Bacteria,1TSUN@1239|Firmicutes,4HA3D@91061|Bacilli,4GWX2@90964|Staphylococcaceae",91061|Bacilli,M,epimerase dehydratase family,-,"GO:0003674,GO:0003824,GO:0005488,GO:0048037,GO:0050662",-,-,-,-,-,-,-,-,-,-,Epimerase
group_396,,polyprenyl synthetase family protein,22,22,1,1,614,NA,NA,NA,960,960,960,iT_Sepi_28B01_00359,iT_Shom_28A10_01189,Scap_29E04_ad_00983,Scap_2C01_ad_01291,Scap_2C12_adm_00493,Scap_58D05_ad_01087,Scap_6C02_adm_00362,Scap_6C05_adm_00896,Scap_9C11_adm_00420,Scap_DM01A05__00357,Scap_DM12A11__01552,Scap_DM16A07__01523,Scap_DM18D08__01192,Scap_DM21F09__00555,Scap_DM21G11_01359,Scap_DM21G12__00732,Scap_DM23E01__01000,Scap_DM23E05__00432,Scap_DM28A07__00358,Scap_DM34E02__01653,Scap_DM3F02_a_00553,Scap_LM7D7_a_01305,435838.HMPREF0786_00558,2.65e-219,606,"COG0142@1|root,COG0142@2|Bacteria,1TR0U@1239|Firmicutes,4H9RH@91061|Bacilli,4GWVW@90964|Staphylococcaceae",91061|Bacilli,H,Belongs to the FPP GGPP synthase family,hepT,"GO:0003674,GO:0003824,GO:0005488,GO:0006629,GO:0006720,GO:0006732,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0009058,GO:0009108,GO:0009233,GO:0009234,GO:0009653,GO:0009987,GO:0016740,GO:0016765,GO:0030154,GO:0030435,GO:0032502,GO:0036422,GO:0042180,GO:0042181,GO:0043167,GO:0043169,GO:0043934,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0046872,GO:0048646,GO:0048856,GO:0048869,GO:0051186,GO:0051188,GO:0071704,GO:1901576,GO:1901661,GO:1901663","2.5.1.30,2.5.1.83","ko:K00805,ko:K21275","ko00900,ko01110,map00900,map01110",-,"R09245,R09247",RC00279,"ko00000,ko00001,ko01000,ko01006",-,-,-,polyprenyl_synt
group_394,,rhodanese-related sulfurtransferase,22,22,1,1,612,NA,NA,NA,963,963,963,iT_Sepi_28B01_02199,iT_Shom_28A10_01248,Scap_29E04_ad_00246,Scap_2C01_ad_00111,Scap_2C12_adm_01735,Scap_58D05_ad_00607,Scap_6C02_adm_01147,Scap_6C05_adm_00087,Scap_9C11_adm_00672,Scap_DM01A05__01391,Scap_DM12A11__01189,Scap_DM16A07__00086,Scap_DM18D08__02233,Scap_DM21F09__00929,Scap_DM21G11_00212,Scap_DM21G12__00274,Scap_DM23E01__00088,Scap_DM23E05__01292,Scap_DM28A07__01763,Scap_DM34E02__02153,Scap_DM3F02_a_01518,Scap_LM7D7_a_00153,435838.HMPREF0786_01534,8.52e-246,673,"COG1054@1|root,COG1054@2|Bacteria,1TRG7@1239|Firmicutes,4HA0J@91061|Bacilli,4GYB2@90964|Staphylococcaceae",91061|Bacilli,S,Belongs to the UPF0176 family,ybfQ,-,-,ko:K07146,-,-,-,-,ko00000,-,-,-,"Rhodanese,Rhodanese_C"
group_393,,osmoprotectant ABC transporter substrate-binding protein,22,22,1,1,611,NA,NA,NA,963,963,963,iT_Sepi_28B01_01736,iT_Shom_28A10_01290,Scap_29E04_ad_00199,Scap_2C01_ad_00065,Scap_2C12_adm_01776,Scap_58D05_ad_00654,Scap_6C02_adm_01100,Scap_6C05_adm_00039,Scap_9C11_adm_00631,Scap_DM01A05__01431,Scap_DM12A11__01615,Scap_DM16A07__00040,Scap_DM18D08__01534,Scap_DM21F09__00882,Scap_DM21G11_00097,Scap_DM21G12__00315,Scap_DM23E01__00041,Scap_DM23E05__01338,Scap_DM28A07__01803,Scap_DM34E02__02108,Scap_DM3F02_a_01566,Scap_LM7D7_a_00112,435838.HMPREF0786_01582,1.5e-230,634,"COG1732@1|root,COG1732@2|Bacteria,1TQ7D@1239|Firmicutes,4HARV@91061|Bacilli,4GXZV@90964|Staphylococcaceae",91061|Bacilli,M,Amino acid ABC transporter amino acid-binding protein,opuCC,"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006865,GO:0008150,GO:0015695,GO:0015696,GO:0015697,GO:0015711,GO:0015838,GO:0015849,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031460,GO:0032991,GO:0043190,GO:0044425,GO:0044459,GO:0044464,GO:0046942,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0072337,GO:0098533,GO:0098796,GO:0098797,GO:1902494,GO:1902495,GO:1904949,GO:1990351",-,ko:K05845,"ko02010,map02010",M00209,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.12,-,iSB619.SA_RS12835,OpuAC
group_392,,3-hydroxyacyl-CoA dehydrogenase NAD-binding domain-containing protein,22,22,1,1,610,NA,NA,NA,963,963,963,iT_Sepi_28B01_01732,iT_Shom_28A10_01294,Scap_29E04_ad_00195,Scap_2C01_ad_00061,Scap_2C12_adm_01780,Scap_58D05_ad_00658,Scap_6C02_adm_01096,Scap_6C05_adm_00035,Scap_9C11_adm_00627,Scap_DM01A05__01435,Scap_DM12A11__01619,Scap_DM16A07__00036,Scap_DM18D08__01538,Scap_DM21F09__00878,Scap_DM21G11_00093,Scap_DM21G12__00319,Scap_DM23E01__00037,Scap_DM23E05__01342,Scap_DM28A07__01807,Scap_DM34E02__02104,Scap_DM3F02_a_01570,Scap_LM7D7_a_00108,435838.HMPREF0786_01586,2.6e-231,636,"COG1250@1|root,COG1250@2|Bacteria,1TQUV@1239|Firmicutes,4HC6S@91061|Bacilli,4GYCE@90964|Staphylococcaceae",91061|Bacilli,I,Catalyzes the NAD( )-dependent oxidation of L-carnitine to 3-dehydrocarnitine,lcdH,"GO:0000166,GO:0003674,GO:0003824,GO:0003857,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006575,GO:0006577,GO:0006629,GO:0006631,GO:0006807,GO:0008150,GO:0008152,GO:0009437,GO:0009987,GO:0016491,GO:0016614,GO:0016616,GO:0019752,GO:0032787,GO:0034641,GO:0036094,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044238,GO:0044255,GO:0044281,GO:0044424,GO:0044464,GO:0047728,GO:0048037,GO:0050662,GO:0051287,GO:0055114,GO:0070403,GO:0071704,GO:0097159,GO:0097164,GO:1901265,GO:1901363,GO:1901564",1.1.1.108,ko:K17735,-,-,-,-,"ko00000,ko01000",-,-,-,"3HCDH,3HCDH_N"
group_390,,helix-turn-helix domain-containing protein,22,22,1,1,608,NA,NA,NA,963,963,963,iT_Sepi_28B01_00347,iT_Shom_28A10_01177,Scap_29E04_ad_00971,Scap_2C01_ad_01279,Scap_2C12_adm_00481,Scap_58D05_ad_01099,Scap_6C02_adm_00350,Scap_6C05_adm_00884,Scap_9C11_adm_00432,Scap_DM01A05__00345,Scap_DM12A11__01540,Scap_DM16A07__01510,Scap_DM18D08__01180,Scap_DM21F09__00567,Scap_DM21G11_01347,Scap_DM21G12__00719,Scap_DM23E01__01012,Scap_DM23E05__00444,Scap_DM28A07__00346,Scap_DM34E02__00379,Scap_DM3F02_a_00565,Scap_LM7D7_a_01293,435838.HMPREF0786_00570,2.05e-228,629,"COG4955@1|root,COG4955@2|Bacteria,1U29N@1239|Firmicutes,4IBUD@91061|Bacilli,4GXGW@90964|Staphylococcaceae",91061|Bacilli,S,Helix-turn-helix domain,-,-,-,-,-,-,-,-,-,-,-,-,HTH_40
group_389,,zinc ABC transporter substrate-binding protein,22,22,1,1,607,NA,NA,NA,966,966,966,iT_Sepi_28B01_02264,iT_Shom_28A10_01642,Scap_29E04_ad_00611,Scap_2C01_ad_00474,Scap_2C12_adm_01187,Scap_58D05_ad_00240,Scap_6C02_adm_01512,Scap_6C05_adm_00453,Scap_9C11_adm_01005,Scap_DM01A05__01059,Scap_DM12A11__00863,Scap_DM16A07__00446,Scap_DM18D08__01776,Scap_DM21F09__01486,Scap_DM21G11_00541,Scap_DM21G12__01321,Scap_DM23E01__00454,Scap_DM23E05__00931,Scap_DM28A07__01433,Scap_DM34E02__01239,Scap_DM3F02_a_01153,Scap_LM7D7_a_00485,435838.HMPREF0786_01177,2.86e-201,560,"COG0803@1|root,COG0803@2|Bacteria,1TPG7@1239|Firmicutes,4H9UN@91061|Bacilli,4GXQD@90964|Staphylococcaceae",91061|Bacilli,P,Belongs to the bacterial solute-binding protein 9 family,adcA,-,-,"ko:K09815,ko:K09818","ko02010,map02010","M00242,M00243",-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.15,3.A.1.15.3,3.A.1.15.5",-,-,ZnuA
group_388,,ribose-phosphate diphosphokinase,22,22,1,1,606,NA,NA,NA,966,966,966,iT_Sepi_28B01_02299,iT_Shom_28A10_02317,Scap_29E04_ad_02293,Scap_2C01_ad_02244,Scap_2C12_adm_02329,Scap_58D05_ad_02327,Scap_6C02_adm_02308,Scap_6C05_adm_02390,Scap_9C11_adm_02343,Scap_DM01A05__02319,Scap_DM12A11__02315,Scap_DM16A07__02272,Scap_DM18D08__02288,Scap_DM21F09__02380,Scap_DM21G11_02254,Scap_DM21G12__02275,Scap_DM23E01__02371,Scap_DM23E05__02304,Scap_DM28A07__02257,Scap_DM34E02__02273,Scap_DM3F02_a_02317,Scap_LM7D7_a_02245,435838.HMPREF0786_02395,3.67e-227,626,"COG0462@1|root,COG0462@2|Bacteria,1TQ6Q@1239|Firmicutes,4HB61@91061|Bacilli,4GX9W@90964|Staphylococcaceae",91061|Bacilli,F,Involved in the biosynthesis of the central metabolite phospho-alpha-D-ribosyl-1-pyrophosphate (PRPP) via the transfer of pyrophosphoryl group from ATP to 1-hydroxyl of ribose-5-phosphate (Rib-5-P),prs,"GO:0000166,GO:0000287,GO:0003674,GO:0003824,GO:0004749,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006015,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009116,GO:0009117,GO:0009123,GO:0009124,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009259,GO:0009260,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016778,GO:0017076,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034654,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046390,GO:0046391,GO:0046483,GO:0046872,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:0097159,GO:0097367,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901657",2.7.6.1,ko:K00948,"ko00030,ko00230,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00230,map01100,map01110,map01120,map01130,map01200,map01230",M00005,R01049,"RC00002,RC00078","ko00000,ko00001,ko00002,ko01000",-,-,-,"Pribosyl_synth,Pribosyltran_N"
bioB,bioB,biotin synthase BioB,22,22,1,1,605,NA,NA,NA,966,966,966,iT_Sepi_28B01_01750,iT_Shom_28A10_01276,Scap_29E04_ad_00213,Scap_2C01_ad_00079,Scap_2C12_adm_01761,Scap_58D05_ad_00639,Scap_6C02_adm_01114,Scap_6C05_adm_00053,Scap_9C11_adm_00642,Scap_DM01A05__01417,Scap_DM12A11__01601,Scap_DM16A07__00054,Scap_DM18D08__01520,Scap_DM21F09__00896,Scap_DM21G11_00111,Scap_DM21G12__00301,Scap_DM23E01__00055,Scap_DM23E05__01324,Scap_DM28A07__01789,Scap_DM34E02__02122,Scap_DM3F02_a_01551,Scap_LM7D7_a_00123,435838.HMPREF0786_01567,9.51e-239,655,"COG0502@1|root,COG0502@2|Bacteria,1TPQ4@1239|Firmicutes,4HAGM@91061|Bacilli,4GY7F@90964|Staphylococcaceae",91061|Bacilli,H,Catalyzes the conversion of dethiobiotin (DTB) to biotin by the insertion of a sulfur atom into dethiobiotin via a radical- based mechanism,bioB,"GO:0003674,GO:0003824,GO:0004076,GO:0005488,GO:0006082,GO:0006732,GO:0006766,GO:0006767,GO:0006768,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009102,GO:0009108,GO:0009110,GO:0009987,GO:0016053,GO:0016740,GO:0016782,GO:0016783,GO:0017144,GO:0018130,GO:0019752,GO:0032787,GO:0034641,GO:0042364,GO:0043167,GO:0043169,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044281,GO:0044283,GO:0046394,GO:0046483,GO:0046872,GO:0048037,GO:0051186,GO:0051188,GO:0051536,GO:0051537,GO:0051539,GO:0051540,GO:0070283,GO:0071704,GO:0072330,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",2.8.1.6,ko:K01012,"ko00780,ko01100,map00780,map01100","M00123,M00573,M00577",R01078,RC00441,"ko00000,ko00001,ko00002,ko01000",-,-,iYO844.BSU30200,"BATS,Radical_SAM"
