ID	Graph	subcat	iT_Sepi_28B01	iT_Shom_28A10	Scap_29E04_ad	Scap_2C01_ad	Scap_2C12_adm	Scap_58D05_ad	Scap_6C02_adm	Scap_6C05_adm	Scap_9C11_adm	Scap_DM01A05_	Scap_DM12A11_	Scap_DM16A07_	Scap_DM18D08_	Scap_DM21F09_	Scap_DM21G11	Scap_DM21G12_	Scap_DM23E01_	Scap_DM23E05_	Scap_DM28A07_	Scap_DM34E02_	Scap_DM3F02_a	Scap_LM7D7_a	Sepi_1A04_aaa	Sepi_1C01_aaa	Sepi_28C09_ad	Sepi_2A01_aaa	Sepi_2C10_adq	Sepi_2D07_adq	Sepi_2d12_aaa	Sepi_2E07_adq	Sepi_2g06_aaa	Sepi_30A07_ad	Sepi_3A01_adq	Sepi_3a11_aaa	Sepi_3C06_adq	Sepi_3D11_aaa	Sepi_58D03_CD	Sepi_58D04_CD	Sepi_58F01_CD	Sepi_5A02_aaa	Sepi_5B11_aaa	Sepi_5c01_aaa	Sepi_5C04_adq	Sepi_61B02_CD	Sepi_63G02_CD	Sepi_6A01_aaa	Sepi_6B08_adq	Sepi_6C06_aaa	Sepi_6C08_adq	Sepi_6d05_aaa	Sepi_6E08_adq	Sepi_7a07_aaa	Sepi_7B05_aaa	Sepi_8C10_adq	Sepi_9B05_adq	Sepi_9D01_adq	Sepi_9d05_aa	Sepi_DM12G05_	Sepi_DM12H06_	Sepi_DM1B01_a	Sepi_DM21A02_	Sepi_DM21B07	Sepi_DM21C07_	Sepi_DM23A02_	Sepi_DM23C12_	Sepi_DM23E02_	Sepi_DM23E06_	Sepi_DM24B02_	Sepi_DM24B03	Sepi_DM39F06_	Sepi_DM3A08_a	Shom_1B10_acr	Shom_28B02_ad	Shom_29E11_ac	Shom_2B10_adj	Shom_2B11_adj	Shom_2D11_acr	Shom_2F01_adj	Shom_2F05_acv	Shom_2F07_acv	Shom_2F10_acv	Shom_5A08_acr	Shom_6C071_ad	Shom_8B11_acr	Shom_8D02_acr	Shom_8D04_acr	Shom_8D05_adj	Shom_DM02E06_	Shom_DM02G07_	Shom_DM02G12_	Shom_DM02H05_	Shom_DM03A10_	Shom_DM12A09_	Shom_DM12F06_	Shom_DM12F12_	Shom_DM18D10	Shom_DM18F06_	Shom_DM21B05	Shom_DM21C01_	Shom_DM21C12_	Shom_DM21D06	Shom_DM22B12_	Shom_DM24G02_	Shom_DM24H08_	Shom_DM25G05_	Shom_DM25H12_	Shom_DM27C08_	Shom_DM31A10_	Shom_DM31B10_	Shom_DM31D12_	Shom_DM31G11_	Shom_DM32C02_	Shom_DM32D02_	Shom_DM32D12_	Shom_DM33A05_	Shom_DM33B12_	Shom_DM34G04_	Shom_DM37E12_	Shom_DM40D01_	Shom_DM40D04_	Shom_DM41A09_	Shom_DM41C02_	Shom_DM41C04_	Shom_DM41C05_	Shom_DM41C06_	Shom_DM41C08_	Scap_clust	6	7	8	11	12	13	18	Sepi_clust	6	7	8	11	12	13	18	Shom_clust	6	7	8	11	12	13	18
S0534	C	CCC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	group_1169	P	FeoA domain	-	ko:K04758	-	-	-	group_2946	P	FeoA domain	-	ko:K04758	-	-	-	group_3801	P	FeoA domain	-	ko:K04758	-	-	-	
S0535	C	CCC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	pruA	C	Belongs to the aldehyde dehydrogenase family	rocA	ko:K00294	ko00250,ko00330,ko01100,map00250,map00330,map01100	-	-	pruA_2~~~pruA_1~~~pruA	C	Belongs to the aldehyde dehydrogenase family	rocA	ko:K00294	ko00250,ko00330,ko01100,map00250,map00330,map01100	-	-	pruA	C	Belongs to the aldehyde dehydrogenase family	rocA	ko:K00294	ko00250,ko00330,ko01100,map00250,map00330,map01100	-	-	
S0536	C	CCC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	group_481	IQ	COG1028 Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	-	-	-	-	-	group_2797	IQ	COG1028 Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	-	-	-	-	-	group_851	IQ	COG1028 Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	-	-	-	-	-	
S0537	I	CCC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	group_1218	-	-	-	-	-	-	-	group_2928	-	-	-	-	-	-	-	group_3719	-	-	-	-	-	-	-	
S0538	I	CCC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	group_18	P	P-type ATPase	copA	ko:K17686	ko01524,ko04016,map01524,map04016	-	-	group_275	P	P-type ATPase	copA	ko:K17686	ko01524,ko04016,map01524,map04016	-	-	group_215	P	P-type ATPase	copA	ko:K17686	ko01524,ko04016,map01524,map04016	-	-	
S0539	C	CCO	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group_22	M	CDP-Glycerol:Poly(glycerophosphate) glycerophosphotransferase	-	-	-	-	-	group_2685	M	CDP-Glycerol:Poly(glycerophosphate) glycerophosphotransferase	-	-	-	-	-	group_232	M	CDP-Glycerol:Poly(glycerophosphate) glycerophosphotransferase	-	-	-	-	-	
S0540	C	CCC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	group_324	S	Phosphotransferase system, EIIC	-	ko:K07035	-	-	-	group_3037	S	Phosphotransferase system, EIIC	-	ko:K07035	-	-	-	group_1048	S	Phosphotransferase system, EIIC	-	ko:K07035	-	-	-	
S0541	C	CCC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	group_144	E	permease	cycA	ko:K03293,ko:K11737	-	-	-	group_178	E	permease	cycA	ko:K03293,ko:K11737	-	-	-	group_1003	E	permease	cycA	ko:K03293,ko:K11737	-	-	-	
S0542	C	CCC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	group_318	F	Catalyzes the conversion of dihydroorotate to orotate with quinone as electron acceptor	pyrD	ko:K00226,ko:K00254	ko00240,ko01100,map00240,map01100	M00051	-	group_3750	F	Catalyzes the conversion of dihydroorotate to orotate with quinone as electron acceptor	pyrD	ko:K00226,ko:K00254	ko00240,ko01100,map00240,map01100	M00051	-	group_1902	F	Catalyzes the conversion of dihydroorotate to orotate with quinone as electron acceptor	pyrD	ko:K00226,ko:K00254	ko00240,ko01100,map00240,map01100	M00051	-	
S0543	C	CCC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	group_1118	-	-	-	-	-	-	-	group_3186	-	-	-	-	-	-	-	group_4009	-	-	-	-	-	-	-	
S0544	C	CCC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	group_611	C	Catalyzes the conversion of epoxyqueuosine (oQ) to queuosine (Q), which is a hypermodified base found in the wobble positions of tRNA(Asp), tRNA(Asn), tRNA(His) and tRNA(Tyr)	queH	ko:K09765	-	-	-	group_2649	C	Catalyzes the conversion of epoxyqueuosine (oQ) to queuosine (Q), which is a hypermodified base found in the wobble positions of tRNA(Asp), tRNA(Asn), tRNA(His) and tRNA(Tyr)	queH	ko:K09765	-	-	-	group_3553	C	Catalyzes the conversion of epoxyqueuosine (oQ) to queuosine (Q), which is a hypermodified base found in the wobble positions of tRNA(Asp), tRNA(Asn), tRNA(His) and tRNA(Tyr)	queH	ko:K09765	-	-	-	
S0545	D	CCC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	budA_1	Q	Alpha-acetolactate decarboxylase	budA	ko:K01575	ko00650,ko00660,map00650,map00660	-	-	budA	Q	Alpha-acetolactate decarboxylase	budA	ko:K01575	ko00650,ko00660,map00650,map00660	-	-	budA	Q	Alpha-acetolactate decarboxylase	budA	ko:K01575	ko00650,ko00660,map00650,map00660	-	-	
S0546	C	CCC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	alsS_1	EH	Belongs to the TPP enzyme family	alsS	ko:K01652	ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230	M00019,M00570	-	alsS	EH	Belongs to the TPP enzyme family	alsS	ko:K01652	ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230	M00019,M00570	-	alsS	EH	Belongs to the TPP enzyme family	alsS	ko:K01652	ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230	M00019,M00570	-	
S0547	C	CCC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	group_405	C	Belongs to the LDH MDH superfamily. LDH family	ldh	ko:K00016	ko00010,ko00270,ko00620,ko00640,ko01100,ko01110,ko01120,ko01130,ko04922,map00010,map00270,map00620,map00640,map01100,map01110,map01120,map01130,map04922	-	-	group_1593	C	Belongs to the LDH MDH superfamily. LDH family	ldh	ko:K00016	ko00010,ko00270,ko00620,ko00640,ko01100,ko01110,ko01120,ko01130,ko04922,map00010,map00270,map00620,map00640,map01100,map01110,map01120,map01130,map04922	-	-	group_32	C	Belongs to the LDH MDH superfamily. LDH family	ldh	ko:K00016	ko00010,ko00270,ko00620,ko00640,ko01100,ko01110,ko01120,ko01130,ko04922,map00010,map00270,map00620,map00640,map01100,map01110,map01120,map01130,map04922	-	-	
S0548	C	CC?	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group_469	K	Transcriptional regulator	ywbI	-	-	-	-	group_1730	K	Transcriptional regulator	ywbI	-	-	-	-	?	?	?	?	?	?	?	?	
S0549	C	CCC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	group_175	E	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family	gabT	ko:K00823,ko:K20708	ko00250,ko00410,ko00640,ko00650,ko01100,ko01120,map00250,map00410,map00640,map00650,map01100,map01120	M00027	-	group_3278	E	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family	gabT	ko:K00823,ko:K20708	ko00250,ko00410,ko00640,ko00650,ko01100,ko01120,map00250,map00410,map00640,map00650,map01100,map01120	M00027	-	group_3401	E	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family	gabT	ko:K00823,ko:K20708	ko00250,ko00410,ko00640,ko00650,ko01100,ko01120,map00250,map00410,map00640,map00650,map01100,map01120	M00027	-	
S0550	C	CLC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	group_912	-	-	-	-	-	-	-	group_241	-	-	-	-	-	-	-	group_1260	-	-	-	-	-	-	-	
S0551	C	CCL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	0	0	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	group_160	C	pyridine nucleotide-disulfide oxidoreductase	npr	ko:K05910	-	-	-	group_3266	C	pyridine nucleotide-disulfide oxidoreductase	npr	ko:K05910	-	-	-	group_810	C	pyridine nucleotide-disulfide oxidoreductase	npr	ko:K05910	-	-	-	
S0552	C	CCC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	group_464	G	Belongs to the class I fructose-bisphosphate aldolase family	fda	ko:K01623	ko00010,ko00030,ko00051,ko00680,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00030,map00051,map00680,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00001,M00003,M00165,M00167	-	group_1709	G	Belongs to the class I fructose-bisphosphate aldolase family	fda	ko:K01623	ko00010,ko00030,ko00051,ko00680,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00030,map00051,map00680,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00001,M00003,M00165,M00167	-	group_2403	G	Belongs to the class I fructose-bisphosphate aldolase family	fda	ko:K01623	ko00010,ko00030,ko00051,ko00680,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00030,map00051,map00680,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00001,M00003,M00165,M00167	-	
S0553	C	CCC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	group_513	S	Bifunctional serine threonine kinase and phosphorylase involved in the regulation of the pyruvate, phosphate dikinase (PPDK) by catalyzing its phosphorylation dephosphorylation	-	ko:K09773	-	-	-	group_1824	S	Bifunctional serine threonine kinase and phosphorylase involved in the regulation of the pyruvate, phosphate dikinase (PPDK) by catalyzing its phosphorylation dephosphorylation	-	ko:K09773	-	-	-	group_2508	S	Bifunctional serine threonine kinase and phosphorylase involved in the regulation of the pyruvate, phosphate dikinase (PPDK) by catalyzing its phosphorylation dephosphorylation	-	ko:K09773	-	-	-	
S0554	C	CCC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ppdK	G	Belongs to the PEP-utilizing enzyme family	ppdK	ko:K01006	ko00620,ko00710,ko00720,ko01100,ko01120,ko01200,map00620,map00710,map00720,map01100,map01120,map01200	M00169,M00171,M00172,M00173	-	group_223	G	Belongs to the PEP-utilizing enzyme family	ppdK	ko:K01006	ko00620,ko00710,ko00720,ko01100,ko01120,ko01200,map00620,map00710,map00720,map01100,map01120,map01200	M00169,M00171,M00172,M00173	-	ppdK	G	Belongs to the PEP-utilizing enzyme family	ppdK	ko:K01006	ko00620,ko00710,ko00720,ko01100,ko01120,ko01200,map00620,map00710,map00720,map01100,map01120,map01200	M00169,M00171,M00172,M00173	-	
S0555	C	CCC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	group_98	I	COG0365 Acyl-coenzyme A synthetases AMP-(fatty) acid ligases	ytcI	ko:K01895	ko00010,ko00620,ko00640,ko00680,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00620,map00640,map00680,map00720,map01100,map01110,map01120,map01130,map01200	M00357	-	group_22	I	COG0365 Acyl-coenzyme A synthetases AMP-(fatty) acid ligases	ytcI	ko:K01895	ko00010,ko00620,ko00640,ko00680,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00620,map00640,map00680,map00720,map01100,map01110,map01120,map01130,map01200	M00357	-	group_3715	I	COG0365 Acyl-coenzyme A synthetases AMP-(fatty) acid ligases	ytcI	ko:K01895	ko00010,ko00620,ko00640,ko00680,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00620,map00640,map00680,map00720,map01100,map01110,map01120,map01130,map01200	M00357	-	
S0556	C	CCC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	group_862	S	enzyme involved in biosynthesis of extracellular polysaccharides	-	ko:K21481	-	-	-	group_3840	S	enzyme involved in biosynthesis of extracellular polysaccharides	-	ko:K21481	-	-	-	group_848	S	enzyme involved in biosynthesis of extracellular polysaccharides	-	ko:K21481	-	-	-	
S0557	C	CCC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	betA	E	Involved in the biosynthesis of the osmoprotectant glycine betaine. Catalyzes the oxidation of choline to betaine aldehyde and betaine aldehyde to glycine betaine at the same rate	betA	ko:K00108	ko00260,ko01100,map00260,map01100	M00555	-	betA	E	Involved in the biosynthesis of the osmoprotectant glycine betaine. Catalyzes the oxidation of choline to betaine aldehyde and betaine aldehyde to glycine betaine at the same rate	betA	ko:K00108	ko00260,ko01100,map00260,map01100	M00555	-	betA	E	Involved in the biosynthesis of the osmoprotectant glycine betaine. Catalyzes the oxidation of choline to betaine aldehyde and betaine aldehyde to glycine betaine at the same rate	betA	ko:K00108	ko00260,ko01100,map00260,map01100	M00555	-	
S0558	C	CCC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	betB	C	Belongs to the aldehyde dehydrogenase family	gbsA	ko:K00130	ko00260,ko01100,map00260,map01100	M00555	-	betB	C	Belongs to the aldehyde dehydrogenase family	gbsA	ko:K00130	ko00260,ko01100,map00260,map01100	M00555	-	betB	C	Belongs to the aldehyde dehydrogenase family	gbsA	ko:K00130	ko00260,ko01100,map00260,map01100	M00555	-	
S0559	C	CCC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	group_87	M	Belongs to the BCCT transporter (TC 2.A.15) family	cudT	ko:K03451	-	-	-	group_685	M	Belongs to the BCCT transporter (TC 2.A.15) family	cudT	ko:K03451	-	-	-	group_3462	M	Belongs to the BCCT transporter (TC 2.A.15) family	cudT	ko:K03451	-	-	-	
